job,start_time,end_time,elapse,state,ip
mapping,59:37.6,00:06.4,28,COMPLETE,14.12.56.52
mapping,59:37.5,00:06.4,28,COMPLETE,14.12.53.13
mapping,59:37.8,00:04.4,26,COMPLETE,14.12.49.13
mapping,59:38.9,00:06.7,27,COMPLETE,14.12.48.93
mapping,59:38.8,00:05.9,27,COMPLETE,14.12.55.48
mapping,59:38.8,00:05.7,26,COMPLETE,14.12.49.82
mapping,59:39.0,00:05.4,26,COMPLETE,14.12.63.213
mapping,59:39.5,00:05.0,25,COMPLETE,14.12.16.75
mapping,59:39.6,00:05.9,26,COMPLETE,14.12.53.68
mapping,59:39.7,00:06.2,26,COMPLETE,14.12.61.177
mapping,59:40.2,00:06.5,26,COMPLETE,14.12.26.155
mapping,59:40.0,00:05.1,25,COMPLETE,14.12.18.146
mapping,59:40.5,00:06.7,26,COMPLETE,14.12.60.159
mapping,58:21.5,00:09.2,107,COMPLETE,14.12.26.216
mapping,59:36.9,00:07.1,30,COMPLETE,14.12.48.67
mapping,59:36.7,00:07.9,31,COMPLETE,14.12.61.156
mapping,59:36.7,00:06.9,30,COMPLETE,14.12.51.142
mapping,59:37.2,00:06.7,29,COMPLETE,14.12.54.118
mapping,59:37.4,00:06.8,29,COMPLETE,14.12.51.118
mapping,59:37.5,00:06.9,29,COMPLETE,14.12.20.169
mapping,59:37.4,00:08.3,30,COMPLETE,14.12.50.252
mapping,59:39.0,00:07.8,28,COMPLETE,14.12.59.57
mapping,59:39.1,00:07.0,27,COMPLETE,14.12.57.117
mapping,59:39.6,00:07.3,27,COMPLETE,14.12.24.253
mapping,59:40.3,00:08.2,27,COMPLETE,14.12.63.99
mapping,59:40.3,00:07.2,26,COMPLETE,14.12.29.114
mapping,59:41.0,00:09.2,28,COMPLETE,14.12.63.164
mapping,59:41.7,00:07.6,25,COMPLETE,14.12.62.116
mapping,59:42.0,00:08.4,26,COMPLETE,14.12.16.49
mapping,59:42.0,00:09.2,27,COMPLETE,14.12.21.117
mapping,59:42.0,00:08.1,26,COMPLETE,14.12.55.233
mapping,59:42.2,00:08.9,26,COMPLETE,14.12.27.120
mapping,58:21.5,00:11.4,109,COMPLETE,14.12.28.251
mapping,59:38.0,00:09.5,31,COMPLETE,14.12.56.81
mapping,59:38.7,00:10.1,31,COMPLETE,14.12.51.75
mapping,59:41.7,00:10.2,28,COMPLETE,14.12.25.191
mapping,59:42.7,00:10.5,27,COMPLETE,14.12.27.33
mapping,59:42.6,00:11.1,28,COMPLETE,14.12.60.221
mapping,59:42.9,00:10.6,27,COMPLETE,14.12.60.36
mapping,59:43.8,00:11.3,27,COMPLETE,14.12.59.30
mapping,59:43.8,00:11.6,27,COMPLETE,14.12.48.108
mapping,59:43.3,00:12.6,29,COMPLETE,14.12.18.169
mapping,59:43.5,00:12.4,28,COMPLETE,14.12.20.214
mapping,59:45.0,00:13.3,28,COMPLETE,14.12.31.69
mapping,59:45.1,00:11.9,26,COMPLETE,14.12.17.173
mapping,59:44.9,00:12.1,27,COMPLETE,14.12.51.73
mapping,59:44.9,00:11.6,26,COMPLETE,14.12.60.200
mapping,59:45.0,00:13.4,28,COMPLETE,14.12.16.103
mapping,59:45.6,00:13.6,27,COMPLETE,14.12.54.65
mapping,59:45.9,00:13.0,27,COMPLETE,14.12.20.48
mapping,59:45.8,00:13.4,27,COMPLETE,14.12.60.251
mapping,59:45.8,00:12.2,26,COMPLETE,14.12.19.124
mapping,59:45.9,00:13.6,27,COMPLETE,14.12.17.121
mapping,59:46.0,00:12.0,26,COMPLETE,14.12.26.211
mapping,59:46.2,00:12.9,26,COMPLETE,14.12.24.82
mapping,59:46.8,00:14.0,27,COMPLETE,14.12.59.69
mapping,59:48.3,00:13.6,25,COMPLETE,14.12.50.31
mapping,59:48.6,00:13.3,24,COMPLETE,14.12.52.86
mapping,59:44.9,00:14.6,29,COMPLETE,14.12.59.211
mapping,59:45.2,00:14.7,29,COMPLETE,14.12.23.245
mapping,59:46.0,00:14.6,28,COMPLETE,14.12.29.14
mapping,59:46.0,00:15.1,29,COMPLETE,14.12.62.252
mapping,59:46.1,00:14.1,27,COMPLETE,14.12.48.211
mapping,59:46.2,00:14.8,28,COMPLETE,14.12.57.77
mapping,59:46.7,00:16.2,29,COMPLETE,14.12.51.122
mapping,59:46.6,00:15.3,28,COMPLETE,14.12.62.200
mapping,59:46.9,00:14.9,28,COMPLETE,14.12.50.201
mapping,59:46.7,00:14.8,28,COMPLETE,14.12.63.104
mapping,59:46.8,00:14.3,27,COMPLETE,14.12.24.104
mapping,59:47.0,00:15.0,27,COMPLETE,14.12.57.226
mapping,59:47.0,00:16.1,29,COMPLETE,14.12.59.108
mapping,59:47.3,00:14.8,27,COMPLETE,14.12.53.135
mapping,59:47.3,00:16.0,28,COMPLETE,14.12.57.26
mapping,59:47.6,00:15.1,27,COMPLETE,14.12.49.102
mapping,59:47.6,00:15.1,27,COMPLETE,14.12.19.7
mapping,59:47.7,00:14.9,27,COMPLETE,14.12.23.56
mapping,59:48.0,00:15.9,27,COMPLETE,14.12.23.69
mapping,59:48.0,00:14.3,26,COMPLETE,14.12.31.74
mapping,59:48.1,00:14.2,26,COMPLETE,14.12.50.61
mapping,59:48.3,00:15.5,27,COMPLETE,14.12.59.151
mapping,59:48.3,00:15.7,27,COMPLETE,14.12.26.250
mapping,59:48.5,00:14.2,25,COMPLETE,14.12.56.86
mapping,59:48.4,00:14.0,25,COMPLETE,14.12.23.212
mapping,59:48.6,00:14.2,25,COMPLETE,14.12.17.34
mapping,59:48.5,00:14.2,25,COMPLETE,14.12.57.17
mapping,59:48.4,00:16.0,27,COMPLETE,14.12.62.57
mapping,59:48.8,00:15.5,26,COMPLETE,14.12.59.225
mapping,59:48.9,00:15.5,26,COMPLETE,14.12.49.149
mapping,59:49.0,00:15.9,26,COMPLETE,14.12.52.172
mapping,59:49.2,00:15.0,25,COMPLETE,14.12.62.147
mapping,59:49.2,00:14.2,25,COMPLETE,14.12.59.106
mapping,59:49.2,00:15.3,26,COMPLETE,14.12.57.249
mapping,59:49.7,00:14.6,24,COMPLETE,14.12.29.156
mapping,59:49.6,00:15.6,26,COMPLETE,14.12.62.107
mapping,59:49.8,00:15.3,25,COMPLETE,14.12.50.133
mapping,59:49.9,00:16.0,26,COMPLETE,14.12.16.27
mapping,59:49.7,00:16.2,26,COMPLETE,14.12.62.136
mapping,59:49.9,00:15.4,25,COMPLETE,14.12.27.165
mapping,59:50.0,00:14.6,24,COMPLETE,14.12.24.146
mapping,59:50.1,00:16.0,25,COMPLETE,14.12.58.132
mapping,59:50.2,00:15.8,25,COMPLETE,14.12.63.20
mapping,59:50.3,00:16.0,25,COMPLETE,14.12.27.21
mapping,59:50.3,00:15.1,24,COMPLETE,14.12.57.109
mapping,58:21.7,00:16.8,115,COMPLETE,14.12.21.243
mapping,59:47.8,00:16.5,28,COMPLETE,14.12.21.136
mapping,59:47.5,00:16.5,28,COMPLETE,14.12.54.254
mapping,59:47.8,00:18.0,30,COMPLETE,14.12.60.38
mapping,59:47.9,00:17.2,29,COMPLETE,14.12.52.217
mapping,59:50.9,00:17.2,26,COMPLETE,14.12.50.48
mapping,59:50.9,00:17.2,26,COMPLETE,14.12.54.178
mapping,59:51.2,00:17.9,26,COMPLETE,14.12.58.116
mapping,59:51.0,00:16.8,25,COMPLETE,14.12.30.72
mapping,59:51.3,00:17.1,25,COMPLETE,14.12.51.56
mapping,59:51.9,00:18.1,26,COMPLETE,14.12.29.56
mapping,59:53.0,00:19.0,25,COMPLETE,14.12.23.193
mapping,59:53.1,00:18.8,25,COMPLETE,14.12.21.114
mapping,58:21.4,00:21.8,120,COMPLETE,14.12.23.248
mapping,59:56.0,00:22.5,26,COMPLETE,14.12.21.252
mapping,59:56.2,00:24.0,27,COMPLETE,14.12.62.194
mapping,59:57.9,00:24.7,26,COMPLETE,14.12.31.84
mapping,58:21.5,00:27.1,125,COMPLETE,14.12.54.173
mapping,59:58.6,00:26.2,27,COMPLETE,14.12.20.70
mapping,59:59.4,00:26.0,26,COMPLETE,14.12.16.31
mapping,59:59.7,00:27.1,27,COMPLETE,14.12.48.223
mapping,00:00.2,00:27.3,27,COMPLETE,14.12.56.41
mapping,00:00.6,00:27.8,27,COMPLETE,14.12.58.146
mapping,00:01.1,00:27.4,26,COMPLETE,14.12.48.62
mapping,00:01.7,00:26.3,24,COMPLETE,14.12.57.32
mapping,00:02.0,00:27.8,25,COMPLETE,14.12.23.88
mapping,00:03.0,00:27.3,24,COMPLETE,14.12.49.186
mapping,58:21.5,00:28.5,126,COMPLETE,14.12.50.87
mapping,00:00.3,00:28.5,28,COMPLETE,14.12.53.71
mapping,00:01.5,00:28.5,27,COMPLETE,14.12.54.148
mapping,00:02.1,00:30.4,28,COMPLETE,14.12.56.136
mapping,00:02.9,00:29.1,26,COMPLETE,14.12.50.99
mapping,00:02.9,00:29.6,26,COMPLETE,14.12.53.149
mapping,00:02.8,00:29.3,26,COMPLETE,14.12.55.151
mapping,00:03.1,00:29.5,26,COMPLETE,14.12.49.189
mapping,00:03.1,00:29.4,26,COMPLETE,14.12.57.190
mapping,00:03.2,00:29.0,25,COMPLETE,14.12.58.106
mapping,00:03.4,00:30.0,26,COMPLETE,14.12.19.119
mapping,00:03.6,00:30.6,26,COMPLETE,14.12.53.84
mapping,00:02.1,00:30.8,28,COMPLETE,14.12.22.60
mapping,00:03.4,00:30.6,27,COMPLETE,14.12.22.203
mapping,00:03.6,00:31.7,28,COMPLETE,14.12.63.45
mapping,00:04.0,00:32.3,28,COMPLETE,14.12.63.96
mapping,00:03.8,00:31.4,27,COMPLETE,14.12.55.164
mapping,00:04.2,00:31.7,27,COMPLETE,14.12.31.134
mapping,00:04.5,00:31.4,26,COMPLETE,14.12.48.195
mapping,00:04.6,00:32.7,28,COMPLETE,14.12.51.52
mapping,00:04.6,00:31.6,26,COMPLETE,14.12.57.78
mapping,00:04.4,00:30.8,26,COMPLETE,14.12.48.170
mapping,00:04.4,00:32.1,27,COMPLETE,14.12.49.13
mapping,00:04.8,00:32.8,27,COMPLETE,14.12.29.206
mapping,00:05.0,00:31.6,26,COMPLETE,14.12.16.75
mapping,00:05.0,00:31.3,26,COMPLETE,14.12.61.103
mapping,00:05.1,00:31.4,26,COMPLETE,14.12.18.146
mapping,00:05.4,00:32.3,26,COMPLETE,14.12.63.213
mapping,00:05.9,00:32.5,26,COMPLETE,14.12.53.68
mapping,00:05.9,00:32.7,26,COMPLETE,14.12.55.48
mapping,00:06.0,00:33.1,27,COMPLETE,14.12.16.140
mapping,00:06.1,00:33.0,26,COMPLETE,14.12.60.177
mapping,00:06.1,00:32.1,25,COMPLETE,14.12.58.133
mapping,00:07.3,00:32.4,25,COMPLETE,14.12.24.253
mapping,00:07.8,00:32.6,24,COMPLETE,14.12.59.57
mapping,58:21.5,00:35.3,133,COMPLETE,14.12.60.194
mapping,00:04.7,00:33.6,28,COMPLETE,14.12.48.59
mapping,00:04.9,00:33.7,28,COMPLETE,14.12.59.5
mapping,00:05.2,00:32.9,27,COMPLETE,14.12.60.147
mapping,00:05.4,00:32.9,27,COMPLETE,14.12.26.11
mapping,00:05.9,00:33.2,27,COMPLETE,14.12.51.243
mapping,00:05.7,00:32.9,27,COMPLETE,14.12.49.82
mapping,00:06.0,00:33.5,27,COMPLETE,14.12.62.39
mapping,00:05.8,00:33.7,27,COMPLETE,14.12.48.13
mapping,00:06.2,00:34.2,28,COMPLETE,14.12.61.177
mapping,00:06.4,00:33.8,27,COMPLETE,14.12.56.52
mapping,00:06.5,00:33.8,27,COMPLETE,14.12.26.155
mapping,00:06.1,00:34.9,28,COMPLETE,14.12.53.128
mapping,00:06.4,00:35.0,28,COMPLETE,14.12.49.111
mapping,00:06.7,00:33.7,26,COMPLETE,14.12.48.93
mapping,00:06.7,00:34.6,27,COMPLETE,14.12.60.159
mapping,00:06.4,00:33.9,27,COMPLETE,14.12.53.13
mapping,00:06.7,00:34.3,27,COMPLETE,14.12.54.118
mapping,00:07.0,00:35.0,28,COMPLETE,14.12.57.117
mapping,00:07.1,00:35.0,27,COMPLETE,14.12.48.67
mapping,00:07.2,00:34.8,27,COMPLETE,14.12.29.114
mapping,00:07.6,00:33.9,26,COMPLETE,14.12.62.116
mapping,00:08.2,00:33.2,25,COMPLETE,14.12.63.99
mapping,58:21.5,00:36.6,135,COMPLETE,14.12.61.170
mapping,58:21.5,00:36.8,135,COMPLETE,14.12.56.196
mapping,58:21.5,00:36.4,134,COMPLETE,14.12.21.56
mapping,58:21.5,00:37.0,135,COMPLETE,14.12.26.111
mapping,00:06.9,00:36.1,29,COMPLETE,14.12.20.169
mapping,00:06.8,00:36.9,30,COMPLETE,14.12.51.118
mapping,00:06.9,00:35.9,28,COMPLETE,14.12.51.142
mapping,00:07.9,00:35.9,27,COMPLETE,14.12.61.156
mapping,00:08.1,00:37.1,28,COMPLETE,14.12.55.233
mapping,00:08.4,00:36.9,28,COMPLETE,14.12.16.49
mapping,00:08.3,00:36.7,28,COMPLETE,14.12.50.252
mapping,00:08.9,00:35.9,27,COMPLETE,14.12.27.120
mapping,00:09.2,00:37.5,28,COMPLETE,14.12.63.164
mapping,00:09.2,00:36.8,27,COMPLETE,14.12.21.117
mapping,00:09.2,00:36.3,27,COMPLETE,14.12.26.216
mapping,00:10.6,00:37.0,26,COMPLETE,14.12.60.36
mapping,00:11.6,00:36.9,25,COMPLETE,14.12.60.200
mapping,00:12.2,00:36.9,24,COMPLETE,14.12.19.124
mapping,00:12.4,00:36.2,23,COMPLETE,14.12.20.214
mapping,00:12.6,00:37.5,24,COMPLETE,14.12.18.169
mapping,00:13.0,00:37.7,24,COMPLETE,14.12.20.48
mapping,00:12.9,00:37.6,24,COMPLETE,14.12.24.82
mapping,00:13.3,00:37.6,24,COMPLETE,14.12.52.86
mapping,58:21.4,00:38.3,136,COMPLETE,14.12.49.210
mapping,58:21.4,00:39.4,138,COMPLETE,14.12.60.109
mapping,58:21.5,00:39.1,137,COMPLETE,14.12.54.140
mapping,58:21.6,00:40.1,138,COMPLETE,14.12.54.244
mapping,58:21.6,00:37.7,136,COMPLETE,14.12.31.184
mapping,58:21.5,00:39.3,137,COMPLETE,14.12.51.104
mapping,58:21.5,00:38.5,136,COMPLETE,14.12.60.133
mapping,58:21.5,00:39.1,137,COMPLETE,14.12.56.158
mapping,58:21.5,00:38.7,137,COMPLETE,14.12.30.208
mapping,58:21.5,00:39.2,137,COMPLETE,14.12.31.94
mapping,58:21.5,00:37.8,136,COMPLETE,14.12.59.14
mapping,58:21.4,00:39.4,137,COMPLETE,14.12.24.185
mapping,58:21.4,00:39.5,138,COMPLETE,14.12.17.181
mapping,58:21.3,00:38.8,137,COMPLETE,14.12.26.115
mapping,00:09.5,00:37.8,28,COMPLETE,14.12.56.81
mapping,00:10.2,00:38.5,28,COMPLETE,14.12.25.191
mapping,00:10.5,00:38.5,27,COMPLETE,14.12.27.33
mapping,00:11.3,00:39.5,28,COMPLETE,14.12.59.30
mapping,00:11.1,00:39.9,28,COMPLETE,14.12.60.221
mapping,00:11.4,00:38.4,26,COMPLETE,14.12.28.251
mapping,00:11.6,00:37.9,26,COMPLETE,14.12.48.108
mapping,00:11.9,00:37.9,25,COMPLETE,14.12.17.173
mapping,00:12.0,00:38.5,26,COMPLETE,14.12.26.211
mapping,00:12.1,00:37.8,25,COMPLETE,14.12.51.73
mapping,00:13.3,00:37.9,24,COMPLETE,14.12.31.69
mapping,00:13.4,00:38.4,24,COMPLETE,14.12.60.251
mapping,00:13.4,00:38.0,24,COMPLETE,14.12.16.103
mapping,00:13.6,00:39.7,26,COMPLETE,14.12.50.31
mapping,00:13.6,00:39.7,26,COMPLETE,14.12.17.121
mapping,00:14.0,00:39.6,25,COMPLETE,14.12.59.69
mapping,00:14.0,00:37.6,23,COMPLETE,14.12.23.212
mapping,00:14.1,00:38.5,24,COMPLETE,14.12.48.211
mapping,00:14.2,00:39.3,25,COMPLETE,14.12.17.34
mapping,00:14.2,00:40.0,25,COMPLETE,14.12.59.106
mapping,00:14.2,00:39.4,25,COMPLETE,14.12.56.86
mapping,00:14.3,00:39.2,24,COMPLETE,14.12.24.104
mapping,00:14.2,00:38.6,24,COMPLETE,14.12.57.17
mapping,00:14.2,00:38.6,24,COMPLETE,14.12.50.61
mapping,00:14.3,00:38.3,23,COMPLETE,14.12.31.74
mapping,00:14.6,00:38.7,24,COMPLETE,14.12.29.156
mapping,00:14.6,00:38.2,23,COMPLETE,14.12.29.14
mapping,00:14.9,00:39.4,24,COMPLETE,14.12.50.201
mapping,00:14.8,00:38.4,23,COMPLETE,14.12.53.135
mapping,00:14.7,00:39.0,24,COMPLETE,14.12.23.245
mapping,00:14.8,00:38.7,23,COMPLETE,14.12.63.104
mapping,00:14.8,00:39.2,24,COMPLETE,14.12.57.77
mapping,00:14.9,00:39.9,24,COMPLETE,14.12.23.56
mapping,00:15.0,00:40.0,24,COMPLETE,14.12.62.147
mapping,00:15.1,00:39.2,24,COMPLETE,14.12.62.252
mapping,00:15.1,00:39.5,24,COMPLETE,14.12.19.7
mapping,00:15.1,00:39.9,24,COMPLETE,14.12.49.102
mapping,58:21.6,00:40.6,138,COMPLETE,14.12.29.253
mapping,58:21.6,00:41.5,139,COMPLETE,14.12.58.245
mapping,58:21.4,00:40.9,139,COMPLETE,14.12.55.27
mapping,58:21.5,00:40.2,138,COMPLETE,14.12.48.183
mapping,58:21.4,00:40.9,139,COMPLETE,14.12.60.183
mapping,58:21.4,00:40.3,138,COMPLETE,14.12.59.77
mapping,58:21.5,00:40.7,139,COMPLETE,14.12.54.105
mapping,58:21.5,00:41.5,139,COMPLETE,14.12.22.51
mapping,58:21.6,00:41.5,139,COMPLETE,14.12.28.67
mapping,58:21.5,00:41.4,139,COMPLETE,14.12.54.83
mapping,00:10.1,00:41.6,31,COMPLETE,14.12.51.75
mapping,00:13.6,00:40.3,26,COMPLETE,14.12.54.65
mapping,00:14.6,00:40.9,26,COMPLETE,14.12.24.146
mapping,00:14.6,00:40.6,25,COMPLETE,14.12.59.211
mapping,00:15.0,00:40.4,25,COMPLETE,14.12.57.226
mapping,00:15.1,00:41.3,26,COMPLETE,14.12.57.109
mapping,00:15.3,00:42.4,27,COMPLETE,14.12.57.249
mapping,00:15.3,00:42.1,26,COMPLETE,14.12.50.133
mapping,00:15.5,00:40.7,25,COMPLETE,14.12.49.149
mapping,00:15.5,00:41.7,26,COMPLETE,14.12.59.151
mapping,00:15.5,00:41.9,26,COMPLETE,14.12.59.225
mapping,00:15.6,00:41.1,25,COMPLETE,14.12.62.107
mapping,00:15.9,00:40.8,24,COMPLETE,14.12.23.69
mapping,00:16.0,00:40.3,24,COMPLETE,14.12.27.21
mapping,00:16.0,00:42.1,26,COMPLETE,14.12.57.26
mapping,00:17.2,00:42.4,25,COMPLETE,14.12.50.48
mapping,58:21.4,00:43.3,141,COMPLETE,14.12.23.49
mapping,58:21.5,00:42.9,141,COMPLETE,14.12.22.156
mapping,58:21.5,00:44.2,142,COMPLETE,14.12.17.1
mapping,58:21.2,00:44.1,142,COMPLETE,14.12.25.99
mapping,58:21.5,00:44.6,143,COMPLETE,14.12.48.216
mapping,58:21.4,00:43.4,141,COMPLETE,14.12.24.45
mapping,58:21.5,00:43.9,142,COMPLETE,14.12.62.134
mapping,58:21.5,00:43.9,142,COMPLETE,14.12.62.214
mapping,58:21.5,00:44.5,142,COMPLETE,14.12.20.200
mapping,58:21.5,00:43.8,142,COMPLETE,14.12.19.44
mapping,00:15.3,00:42.5,27,COMPLETE,14.12.62.200
mapping,00:15.4,00:42.4,27,COMPLETE,14.12.27.165
mapping,00:15.8,00:43.0,27,COMPLETE,14.12.63.20
mapping,00:15.7,00:42.6,26,COMPLETE,14.12.26.250
mapping,00:15.9,00:43.5,27,COMPLETE,14.12.52.172
mapping,00:16.0,00:42.8,26,COMPLETE,14.12.58.132
mapping,00:16.0,00:42.7,26,COMPLETE,14.12.16.27
mapping,00:16.1,00:43.0,26,COMPLETE,14.12.59.108
mapping,00:16.2,00:43.2,26,COMPLETE,14.12.51.122
mapping,00:16.0,00:43.3,27,COMPLETE,14.12.62.57
mapping,00:16.2,00:43.7,27,COMPLETE,14.12.62.136
mapping,00:16.5,00:43.8,27,COMPLETE,14.12.21.136
mapping,00:16.5,00:44.4,27,COMPLETE,14.12.54.254
mapping,00:16.8,00:43.4,26,COMPLETE,14.12.30.72
mapping,00:17.1,00:42.9,25,COMPLETE,14.12.51.56
mapping,00:17.2,00:42.7,25,COMPLETE,14.12.54.178
mapping,00:17.2,00:43.2,25,COMPLETE,14.12.52.217
mapping,00:17.9,00:43.1,25,COMPLETE,14.12.58.116
mapping,00:18.1,00:43.2,25,COMPLETE,14.12.29.56
mapping,00:18.0,00:43.8,25,COMPLETE,14.12.60.38
mapping,00:18.8,00:43.6,24,COMPLETE,14.12.21.114
mapping,00:19.0,00:44.4,25,COMPLETE,14.12.23.193
mapping,58:21.4,00:46.3,144,COMPLETE,14.12.57.70
mapping,58:21.4,00:46.0,144,COMPLETE,14.12.53.254
mapping,58:21.6,00:46.7,145,COMPLETE,14.12.25.58
mapping,58:21.4,00:45.7,144,COMPLETE,14.12.26.34
mapping,58:21.1,00:46.0,144,COMPLETE,14.12.52.79
mapping,58:21.2,00:46.4,145,COMPLETE,14.12.28.248
mapping,58:21.5,00:44.9,143,COMPLETE,14.12.27.167
mapping,58:21.6,00:45.2,143,COMPLETE,14.12.25.178
mapping,58:21.6,00:46.7,145,COMPLETE,14.12.29.36
mapping,58:21.4,00:45.1,143,COMPLETE,14.12.25.77
mapping,58:21.8,00:45.4,143,COMPLETE,14.12.18.250
mapping,58:21.5,00:46.3,144,COMPLETE,14.12.58.45
mapping,58:21.3,00:44.8,143,COMPLETE,14.12.18.207
mapping,58:21.6,00:45.6,144,COMPLETE,14.12.30.160
mapping,58:21.4,00:44.7,143,COMPLETE,14.12.24.160
mapping,58:21.5,00:46.5,144,COMPLETE,14.12.30.139
mapping,00:16.8,00:45.6,28,COMPLETE,14.12.21.243
mapping,58:21.3,00:48.8,147,COMPLETE,14.12.29.96
mapping,58:21.5,00:48.3,146,COMPLETE,14.12.54.209
mapping,58:21.2,00:47.0,145,COMPLETE,14.12.61.144
mapping,58:21.5,00:47.3,145,COMPLETE,14.12.52.20
mapping,58:21.4,00:48.2,146,COMPLETE,14.12.23.62
mapping,58:21.3,00:47.3,145,COMPLETE,14.12.29.13
mapping,58:21.3,00:48.7,147,COMPLETE,14.12.22.53
mapping,58:21.4,00:47.1,145,COMPLETE,14.12.30.19
mapping,58:21.1,00:47.3,146,COMPLETE,14.12.57.208
mapping,58:21.5,00:48.2,146,COMPLETE,14.12.31.103
mapping,58:21.2,00:48.7,147,COMPLETE,14.12.27.105
mapping,58:21.5,00:49.0,147,COMPLETE,14.12.55.113
mapping,58:21.5,00:47.2,145,COMPLETE,14.12.56.103
mapping,58:21.3,00:48.0,146,COMPLETE,14.12.55.201
mapping,58:21.5,00:49.1,147,COMPLETE,14.12.30.37
mapping,58:21.3,00:47.6,146,COMPLETE,14.12.20.226
mapping,58:21.1,00:47.2,146,COMPLETE,14.12.60.33
mapping,58:21.6,00:47.1,145,COMPLETE,14.12.60.86
mapping,58:21.5,00:48.5,146,COMPLETE,14.12.30.125
mapping,00:21.8,00:49.0,27,COMPLETE,14.12.23.248
mapping,00:22.5,00:47.9,25,COMPLETE,14.12.21.252
mapping,00:24.7,00:48.8,24,COMPLETE,14.12.31.84
mapping,58:21.3,00:49.9,148,COMPLETE,14.12.58.71
mapping,00:24.0,00:49.9,25,COMPLETE,14.12.62.194
mapping,58:21.3,00:51.6,150,COMPLETE,14.12.21.148
mapping,58:21.3,00:52.9,151,COMPLETE,14.12.19.193
mapping,58:21.7,00:52.9,151,COMPLETE,14.12.56.123
mapping,58:21.4,00:52.1,150,COMPLETE,14.12.62.83
mapping,00:26.0,00:51.9,25,COMPLETE,14.12.16.31
mapping,00:26.2,00:51.7,25,COMPLETE,14.12.20.70
mapping,00:26.3,00:51.8,25,COMPLETE,14.12.57.32
mapping,00:27.1,00:52.2,25,COMPLETE,14.12.48.223
mapping,00:27.3,00:53.1,25,COMPLETE,14.12.56.41
mapping,00:27.1,00:52.6,25,COMPLETE,14.12.54.173
mapping,00:27.3,00:52.8,25,COMPLETE,14.12.49.186
mapping,00:27.4,00:53.4,26,COMPLETE,14.12.48.62
mapping,00:27.8,00:53.5,25,COMPLETE,14.12.23.88
mapping,58:21.6,00:54.1,152,COMPLETE,14.12.63.119
mapping,00:27.8,00:55.8,27,COMPLETE,14.12.58.146
mapping,00:28.5,00:55.0,26,COMPLETE,14.12.50.87
mapping,00:28.5,00:55.3,26,COMPLETE,14.12.54.148
mapping,00:28.5,00:54.5,25,COMPLETE,14.12.53.71
mapping,00:29.1,00:55.6,26,COMPLETE,14.12.50.99
mapping,00:29.0,00:55.2,26,COMPLETE,14.12.58.106
mapping,00:30.0,00:54.9,24,COMPLETE,14.12.19.119
mapping,00:30.4,00:55.8,25,COMPLETE,14.12.56.136
mapping,00:30.6,00:55.9,25,COMPLETE,14.12.53.84
mapping,58:21.3,00:56.1,154,COMPLETE,14.12.22.252
mapping,58:21.5,00:58.3,156,COMPLETE,14.12.54.12
mapping,58:21.6,00:58.4,156,COMPLETE,14.12.16.188
mapping,00:29.4,00:57.6,28,COMPLETE,14.12.57.190
mapping,00:29.5,00:56.3,26,COMPLETE,14.12.49.189
mapping,00:29.6,00:56.9,27,COMPLETE,14.12.53.149
mapping,00:29.3,00:56.3,26,COMPLETE,14.12.55.151
mapping,00:30.6,00:57.1,26,COMPLETE,14.12.22.203
mapping,00:30.8,00:57.4,26,COMPLETE,14.12.22.60
mapping,00:31.4,00:56.9,25,COMPLETE,14.12.48.195
mapping,00:31.3,00:57.7,26,COMPLETE,14.12.61.103
mapping,00:31.4,00:58.1,26,COMPLETE,14.12.18.146
mapping,00:31.6,00:57.4,25,COMPLETE,14.12.16.75
mapping,00:31.7,00:57.8,26,COMPLETE,14.12.31.134
