job,start_time,end_time,elapse,state,ip,,,
bam_merge_and_sort,06:09.1,06:21.0,11,COMPLETE,14.12.58.146,,,
bam_merge_and_sort,06:09.1,06:21.0,11,COMPLETE,14.12.53.84,,,
bam_merge_and_sort,06:09.4,06:20.6,11,COMPLETE,14.12.18.250,,,
bam_merge_and_sort,06:08.8,06:20.6,11,COMPLETE,14.12.55.151,,,
bam_merge_and_sort,06:09.1,06:21.0,11,COMPLETE,14.12.22.156,,,
bam_merge_and_sort,06:08.8,06:21.7,12,COMPLETE,14.12.61.156,,,
bam_merge_and_sort,06:09.1,06:23.1,14,COMPLETE,14.12.53.135,,,
bam_merge_and_sort,06:08.8,06:22.6,13,COMPLETE,14.12.28.17,,,
bam_merge_and_sort,06:08.9,06:21.7,12,COMPLETE,14.12.19.193,,,
bam_merge_and_sort,06:08.8,06:21.5,12,COMPLETE,14.12.60.147,,,
bam_merge_and_sort,06:09.0,06:21.0,12,COMPLETE,14.12.62.39,,,
bam_merge_and_sort,06:08.9,06:22.4,13,COMPLETE,14.12.21.185,,,
bam_merge_and_sort,06:09.1,06:22.1,12,COMPLETE,14.12.48.62,,,
bam_merge_and_sort,06:08.8,06:23.1,14,COMPLETE,14.12.58.71,,,
bam_merge_and_sort,06:09.0,06:22.9,13,COMPLETE,14.12.22.252,,,
bam_merge_and_sort,06:08.9,06:23.1,14,COMPLETE,14.12.23.245,,,
bam_merge_and_sort,06:09.1,06:21.3,12,COMPLETE,14.12.16.31,,, 
bam_merge_and_sort,06:08.8,06:23.0,14,COMPLETE,14.12.19.109,,,
bam_merge_and_sort,06:09.1,06:22.5,13,COMPLETE,14.12.27.33,,,
bam_merge_and_sort,06:09.1,06:22.9,13,COMPLETE,14.12.54.105,,,
bam_merge_and_sort,06:09.0,06:22.7,13,COMPLETE,14.12.20.169,,,
bam_merge_and_sort,06:09.0,06:23.1,14,COMPLETE,14.12.24.160,,,
bam_merge_and_sort,06:09.1,06:21.6,12,COMPLETE,14.12.59.14,,,
bam_merge_and_sort,06:09.2,06:21.8,12,COMPLETE,14.12.18.216,,,
bam_merge_and_sort,06:09.1,06:21.7,12,COMPLETE,14.12.62.194,,,
bam_merge_and_sort,06:09.0,06:22.8,13,COMPLETE,14.12.50.61,,,
bam_merge_and_sort,06:09.1,06:23.3,14,COMPLETE,14.12.22.203,,,
bam_merge_and_sort,06:09.1,06:22.1,12,COMPLETE,14.12.48.216,,,
bam_merge_and_sort,06:08.8,06:22.2,13,COMPLETE,14.12.51.142,,,
bam_merge_and_sort,06:09.1,06:22.3,13,COMPLETE,14.12.29.206,,,
bam_merge_and_sort,06:09.2,06:21.4,12,COMPLETE,14.12.56.81,,,
bam_merge_and_sort,06:08.8,06:22.5,13,COMPLETE,14.12.59.211,,,
bam_merge_and_sort,06:08.9,06:21.3,12,COMPLETE,14.12.55.201,,,
bam_merge_and_sort,06:09.1,06:23.2,14,COMPLETE,14.12.56.86,,,
bam_merge_and_sort,06:09.1,06:21.7,12,COMPLETE,14.12.50.31,,,
bam_merge_and_sort,06:08.8,06:21.3,12,COMPLETE,14.12.28.248,,,
bam_merge_and_sort,06:09.1,06:21.7,12,COMPLETE,14.12.18.146,,,
bam_merge_and_sort,06:09.1,06:22.2,13,COMPLETE,14.12.26.211,,,
bam_merge_and_sort,06:09.4,06:22.3,12,COMPLETE,14.12.20.48,,,
bam_merge_and_sort,06:08.8,06:21.3,12,COMPLETE,14.12.53.128,,,
bam_merge_and_sort,06:08.7,06:22.3,13,COMPLETE,14.12.57.208,,,
bam_merge_and_sort,06:09.1,06:21.9,12,COMPLETE,14.12.29.14,,,
bam_merge_and_sort,06:08.9,06:22.0,13,COMPLETE,14.12.61.144,,,
bam_merge_and_sort,06:09.1,06:22.3,13,COMPLETE,14.12.48.108,,,
bam_merge_and_sort,06:09.0,06:22.5,13,COMPLETE,14.12.27.165,,,
bam_merge_and_sort,06:08.9,06:22.9,13,COMPLETE,14.12.22.53,,,
bam_merge_and_sort,06:08.9,06:22.6,13,COMPLETE,14.12.49.111,,,
bam_merge_and_sort,06:09.3,06:22.7,13,COMPLETE,14.12.56.123,,,
bam_merge_and_sort,06:09.1,06:22.8,13,COMPLETE,14.12.26.111,,,
bam_merge_and_sort,06:09.1,06:21.5,12,COMPLETE,14.12.50.87,,,
bam_merge_and_sort,06:09.3,06:23.1,13,COMPLETE,14.12.18.99,,,
bam_merge_and_sort,06:09.2,06:23.0,13,COMPLETE,14.12.59.30,,,
bam_merge_and_sort,06:09.1,06:22.7,13,COMPLETE,14.12.60.109,,,
bam_merge_and_sort,06:09.1,06:22.7,13,COMPLETE,14.12.63.45,,,
bam_merge_and_sort,06:09.1,06:21.5,12,COMPLETE,14.12.24.146,,,
bam_merge_and_sort,06:09.2,06:22.2,12,COMPLETE,14.12.16.27,,,
bam_merge_and_sort,06:09.1,06:21.8,12,COMPLETE,14.12.59.108,,,
bam_merge_and_sort,06:09.2,06:23.2,14,COMPLETE,14.12.31.165,,,
bam_merge_and_sort,06:09.1,06:23.0,13,COMPLETE,14.12.21.114,,,
bam_merge_and_sort,06:09.2,06:22.7,13,COMPLETE,14.12.57.78,,,
bam_merge_and_sort,06:09.1,06:22.6,13,COMPLETE,14.12.56.158,,,
bam_merge_and_sort,06:09.3,06:23.0,13,COMPLETE,14.12.22.4,,,
bam_merge_and_sort,06:09.0,06:23.1,14,COMPLETE,14.12.57.109,,,
bam_merge_and_sort,06:09.1,06:22.4,13,COMPLETE,14.12.23.212,,,
bam_merge_and_sort,06:09.2,06:21.7,12,COMPLETE,14.12.51.104,,,
bam_merge_and_sort,06:09.2,06:22.5,13,COMPLETE,14.12.63.119,,,
bam_merge_and_sort,06:09.2,06:23.1,13,COMPLETE,14.12.62.214,,,
bam_merge_and_sort,06:09.2,06:22.4,13,COMPLETE,14.12.26.216,,,
bam_merge_and_sort,06:08.9,06:22.9,14,COMPLETE,14.12.30.72,,,
bam_merge_and_sort,06:09.1,06:22.7,13,COMPLETE,14.12.24.45,,,
bam_merge_and_sort,06:09.2,06:22.9,13,COMPLETE,14.12.21.136,,,
bam_merge_and_sort,06:09.1,06:22.2,13,COMPLETE,14.12.21.56,,,
bam_merge_and_sort,06:09.2,06:21.4,12,COMPLETE,14.12.20.200,,,
bam_merge_and_sort,06:09.2,06:21.9,12,COMPLETE,14.12.49.102,,,
bam_merge_and_sort,06:09.1,06:22.4,13,COMPLETE,14.12.17.121,,,
bam_merge_and_sort,06:09.1,06:21.8,12,COMPLETE,14.12.57.190,,,
bam_merge_and_sort,06:08.9,06:20.9,12,COMPLETE,14.12.49.82,,,
bam_merge_and_sort,06:09.3,06:23.2,13,COMPLETE,14.12.20.213,,,
bam_merge_and_sort,06:09.2,06:21.5,12,COMPLETE,14.12.19.119,,,
bam_merge_and_sort,06:09.1,06:21.2,12,COMPLETE,14.12.30.19,,,
bam_merge_and_sort,06:09.3,06:22.8,13,COMPLETE,14.12.63.99,,,
bam_merge_and_sort,06:09.2,06:23.1,13,COMPLETE,14.12.23.56,,,
bam_merge_and_sort,06:09.4,06:23.1,13,COMPLETE,14.12.17.63,,,
bam_merge_and_sort,06:09.1,06:22.2,13,COMPLETE,14.12.51.27,,,
bam_merge_and_sort,06:09.3,06:22.1,12,COMPLETE,14.12.25.58,,,
bam_merge_and_sort,06:09.1,06:22.2,13,COMPLETE,14.12.57.26,,,
bam_merge_and_sort,06:08.9,06:21.8,12,COMPLETE,14.12.18.207,,,
bam_merge_and_sort,06:09.1,06:23.2,14,COMPLETE,14.12.16.103,,,
bam_merge_and_sort,06:09.2,06:23.0,13,COMPLETE,14.12.29.156,,,
bam_merge_and_sort,06:09.1,06:21.9,12,COMPLETE,14.12.26.34,,,
bam_merge_and_sort,06:08.9,06:23.1,14,COMPLETE,14.12.19.109,,,
bam_merge_and_sort,06:09.2,06:22.0,12,COMPLETE,14.12.29.56,,,
bam_merge_and_sort,06:09.4,06:23.2,13,COMPLETE,14.12.22.163,,,
bam_merge_and_sort,06:09.1,06:22.5,13,COMPLETE,14.12.58.106,,,
bam_merge_and_sort,06:09.2,06:23.3,14,COMPLETE,14.12.48.59,,,
bam_merge_and_sort,06:09.5,06:22.9,13,COMPLETE,14.12.21.21,,,
bam_merge_and_sort,06:09.5,06:23.7,14,COMPLETE,14.12.17.4,,,
bam_merge_and_sort,06:09.0,06:22.2,13,COMPLETE,14.12.20.226,,,
bam_merge_and_sort,06:09.2,06:22.3,13,COMPLETE,14.12.60.133,,,
bam_merge_and_sort,06:09.2,06:21.9,12,COMPLETE,14.12.30.125,,,
bam_merge_and_sort,06:09.3,06:23.3,13,COMPLETE,14.12.63.164,,,
bam_merge_and_sort,06:09.4,06:23.3,13,COMPLETE,14.12.23.187,,,
bam_merge_and_sort,06:09.4,06:23.2,13,COMPLETE,14.12.50.201,,,
bam_merge_and_sort,06:09.1,06:23.2,14,COMPLETE,14.12.26.28,,,
bam_merge_and_sort,06:09.2,06:22.1,12,COMPLETE,14.12.31.94,,,
bam_merge_and_sort,06:09.2,06:22.5,13,COMPLETE,14.12.62.252,,,
bam_merge_and_sort,06:09.6,06:23.5,13,COMPLETE,14.12.16.239,,,
bam_merge_and_sort,06:09.3,06:22.8,13,COMPLETE,14.12.53.149,,,
bam_merge_and_sort,06:09.3,06:23.3,14,COMPLETE,14.12.16.140,,,
bam_merge_and_sort,06:09.3,06:22.3,12,COMPLETE,14.12.48.93,,,
bam_merge_and_sort,06:08.9,06:22.8,13,COMPLETE,14.12.54.118,,,
bam_merge_and_sort,06:09.2,06:21.9,12,COMPLETE,14.12.54.12,,,
bam_merge_and_sort,06:09.3,06:22.6,13,COMPLETE,14.12.17.173,,,
bam_merge_and_sort,06:09.2,06:23.1,13,COMPLETE,14.12.19.7,,,
bam_merge_and_sort,06:08.9,06:21.1,12,COMPLETE,14.12.54.148,,,
bam_merge_and_sort,06:09.2,06:22.2,12,COMPLETE,14.12.22.60,,,
bam_merge_and_sort,06:09.4,06:22.9,13,COMPLETE,14.12.21.15,,,
bam_merge_and_sort,06:09.0,06:23.1,14,COMPLETE,14.12.29.13,,,
bam_merge_and_sort,06:09.2,06:22.2,13,COMPLETE,14.12.29.114,,,
bam_merge_and_sort,06:09.0,06:22.5,13,COMPLETE,14.12.54.178,,,
bam_merge_and_sort,06:09.5,06:23.7,14,COMPLETE,14.12.28.204,,,
bam_merge_and_sort,06:09.0,06:22.1,13,COMPLETE,14.12.51.56,,,
bam_merge_and_sort,06:09.4,06:22.3,12,COMPLETE,14.12.21.243,,,
bam_merge_and_sort,06:09.1,06:22.8,13,COMPLETE,14.12.60.200,,,
bam_merge_and_sort,06:09.2,06:22.7,13,COMPLETE,14.12.23.49,,,
bam_merge_and_sort,06:09.2,06:23.1,13,COMPLETE,14.12.57.117,,,
bam_merge_and_sort,06:09.5,06:23.0,13,COMPLETE,14.12.20.125,,,
bam_merge_and_sort,06:09.1,06:23.0,13,COMPLETE,14.12.25.77,,,
bam_merge_and_sort,06:09.2,06:23.0,13,COMPLETE,14.12.56.103,,,
bam_merge_and_sort,06:09.2,06:23.3,14,COMPLETE,14.12.17.1,,,
bam_merge_and_sort,06:09.3,06:23.1,13,COMPLETE,14.12.28.67,,,
bam_merge_and_sort,06:09.3,06:22.7,13,COMPLETE,14.12.60.159,,,
bam_merge_and_sort,06:09.5,06:23.6,14,COMPLETE,14.12.30.87,,,
bam_merge_and_sort,06:09.1,06:23.0,13,COMPLETE,14.12.29.96,,,
bam_merge_and_sort,06:09.2,06:23.2,13,COMPLETE,14.12.54.209,,,
bam_merge_and_sort,06:09.1,06:22.1,12,COMPLETE,14.12.24.185,,,
bam_merge_and_sort,06:09.3,06:23.5,14,COMPLETE,14.12.48.183,,,
bam_merge_and_sort,06:09.0,06:21.0,12,COMPLETE,14.12.51.118,,,
bam_merge_and_sort,06:09.2,06:23.0,13,COMPLETE,14.12.60.251,,,
bam_merge_and_sort,06:09.0,06:23.2,14,COMPLETE,14.12.31.88,,,
bam_merge_and_sort,06:09.1,06:23.2,14,COMPLETE,14.12.59.77,,,
bam_merge_and_sort,06:09.1,06:22.4,13,COMPLETE,14.12.62.107,,,
bam_merge_and_sort,06:09.2,06:22.7,13,COMPLETE,14.12.51.73,,,
bam_merge_and_sort,06:09.3,06:23.1,13,COMPLETE,14.12.62.147,,,
bam_merge_and_sort,06:09.3,06:23.2,13,COMPLETE,14.12.16.49,,,
bam_merge_and_sort,06:08.9,06:23.1,14,COMPLETE,14.12.50.252,,,
bam_merge_and_sort,06:09.2,06:21.5,12,COMPLETE,14.12.24.104,,,
bam_merge_and_sort,06:09.3,06:21.6,12,COMPLETE,14.12.60.177,,,
bam_merge_and_sort,06:09.1,06:21.1,11,COMPLETE,14.12.60.183,,,
bam_merge_and_sort,06:09.5,06:22.9,13,COMPLETE,14.12.48.195,,,
bam_merge_and_sort,06:09.3,06:23.3,14,COMPLETE,14.12.51.75,,,
bam_merge_and_sort,06:09.2,06:23.0,13,COMPLETE,14.12.55.48,,,
bam_merge_and_sort,06:09.5,06:22.7,13,COMPLETE,14.12.19.43,,,
bam_merge_and_sort,06:09.1,06:23.3,14,COMPLETE,14.12.60.38,,,
bam_merge_and_sort,06:09.3,06:22.5,13,COMPLETE,14.12.23.69,,,
bam_merge_and_sort,06:09.1,06:22.2,13,COMPLETE,14.12.48.223,,,
bam_merge_and_sort,06:09.2,06:21.3,12,COMPLETE,14.12.19.124,,,
bam_merge_and_sort,06:09.2,06:21.6,12,COMPLETE,14.12.56.136,,,
bam_merge_and_sort,06:09.5,06:23.4,13,COMPLETE,14.12.31.194,,,
bam_merge_and_sort,06:09.3,06:21.5,12,COMPLETE,14.12.48.67,,,
bam_merge_and_sort,06:09.1,06:23.2,14,COMPLETE,14.12.57.17,,,
bam_merge_and_sort,06:09.2,06:23.2,14,COMPLETE,14.12.49.189,,,
bam_merge_and_sort,06:09.3,06:23.2,13,COMPLETE,14.12.59.106,,,
bam_merge_and_sort,06:09.2,06:22.4,13,COMPLETE,14.12.20.70,,,
bam_merge_and_sort,06:09.0,06:22.0,12,COMPLETE,14.12.57.32,,,
bam_merge_and_sort,06:09.1,06:23.4,14,COMPLETE,14.12.30.37,,,
bam_merge_and_sort,06:09.1,06:25.1,15,COMPLETE,14.12.18.169,,,
bam_merge_and_sort,06:09.4,06:25.8,16,COMPLETE,14.12.17.4,,,
bam_merge_and_sort,06:08.7,06:23.4,14,COMPLETE,14.12.48.13,,,
bam_merge_and_sort,06:09.2,06:25.8,16,COMPLETE,14.12.62.116,,,
bam_merge_and_sort,06:08.8,06:23.5,14,COMPLETE,14.12.25.99,,,
bam_merge_and_sort,06:09.3,06:25.3,15,COMPLETE,14.12.24.28,,,
bam_merge_and_sort,06:09.1,06:24.2,15,COMPLETE,14.12.17.34,,,
bam_merge_and_sort,06:08.7,06:23.5,14,COMPLETE,14.12.52.79,,,
bam_merge_and_sort,06:09.1,06:25.5,16,COMPLETE,14.12.59.5,,,
bam_merge_and_sort,06:09.1,06:23.6,14,COMPLETE,14.12.60.194,,,
bam_merge_and_sort,06:09.4,06:23.9,14,COMPLETE,14.12.22.139,,,
bam_merge_and_sort,06:09.4,06:24.0,14,COMPLETE,14.12.26.6,,,
bam_merge_and_sort,06:09.1,06:25.1,15,COMPLETE,14.12.62.200,,,
bam_merge_and_sort,06:09.2,06:23.5,14,COMPLETE,14.12.56.41,,,
bam_merge_and_sort,06:09.0,06:24.4,15,COMPLETE,14.12.26.250,,,
bam_merge_and_sort,06:09.4,06:26.0,16,COMPLETE,14.12.22.139,,,
bam_merge_and_sort,06:09.1,06:24.0,14,COMPLETE,14.12.59.151,,,
bam_merge_and_sort,06:08.9,06:23.6,14,COMPLETE,14.12.27.105,,,
bam_merge_and_sort,06:09.0,06:23.7,14,COMPLETE,14.12.17.181,,,
bam_merge_and_sort,06:09.1,06:24.8,15,COMPLETE,14.12.63.213,,,
bam_merge_and_sort,06:09.2,06:24.1,14,COMPLETE,14.12.57.249,,,
bam_merge_and_sort,06:09.1,06:24.5,15,COMPLETE,14.12.55.233,,,
bam_merge_and_sort,06:09.4,06:24.5,15,COMPLETE,14.12.22.183,,,
bam_merge_and_sort,06:09.4,06:24.3,14,COMPLETE,14.12.24.28,,,
bam_merge_and_sort,06:08.8,06:24.6,15,COMPLETE,14.12.28.17,,,
bam_merge_and_sort,06:09.5,06:25.7,16,COMPLETE,14.12.16.239,,,
bam_merge_and_sort,06:09.2,06:23.7,14,COMPLETE,14.12.61.170,,,
bam_merge_and_sort,06:09.2,06:24.7,15,COMPLETE,14.12.58.245,,,
bam_merge_and_sort,06:09.1,06:24.7,15,COMPLETE,14.12.58.116,,,
bam_merge_and_sort,06:09.0,06:24.3,15,COMPLETE,14.12.52.217,,,
bam_merge_and_sort,06:09.4,06:25.8,16,COMPLETE,14.12.16.76,,,
bam_merge_and_sort,06:09.1,06:23.9,14,COMPLETE,14.12.54.173,,,
bam_merge_and_sort,06:09.1,06:25.3,16,COMPLETE,14.12.57.70,,,
bam_merge_and_sort,06:09.1,06:24.3,15,COMPLETE,14.12.52.20,,,
bam_merge_and_sort,06:09.1,06:25.1,15,COMPLETE,14.12.54.140,,,
bam_merge_and_sort,06:08.9,06:24.2,15,COMPLETE,14.12.26.115,,,
bam_merge_and_sort,06:09.4,06:25.4,16,COMPLETE,14.12.30.207,,,
bam_merge_and_sort,06:09.3,06:24.7,15,COMPLETE,14.12.24.82,,,
bam_merge_and_sort,06:09.4,06:23.7,14,COMPLETE,14.12.26.147,,,
bam_merge_and_sort,06:09.3,06:24.0,14,COMPLETE,14.12.29.36,,,
bam_merge_and_sort,06:09.1,06:23.8,14,COMPLETE,14.12.30.139,,,
bam_merge_and_sort,06:09.2,06:24.2,14,COMPLETE,14.12.21.252,,,
bam_merge_and_sort,06:09.4,06:25.3,15,COMPLETE,14.12.26.155,,,
bam_merge_and_sort,06:09.4,06:25.4,16,COMPLETE,14.12.30.207,,,
bam_merge_and_sort,06:09.1,06:23.4,14,COMPLETE,14.12.31.74,,,
bam_merge_and_sort,06:09.2,06:25.0,15,COMPLETE,14.12.19.44,,,
bam_merge_and_sort,06:09.1,06:23.5,14,COMPLETE,14.12.16.183,,,
bam_merge_and_sort,06:09.1,06:25.1,15,COMPLETE,14.12.63.104,,,
bam_merge_and_sort,06:09.3,06:24.2,14,COMPLETE,14.12.25.24,,,
bam_merge_and_sort,06:09.3,06:24.7,15,COMPLETE,14.12.18.216,,,
bam_merge_and_sort,06:09.1,06:25.1,16,COMPLETE,14.12.23.158,,,
bam_merge_and_sort,06:09.1,06:24.0,14,COMPLETE,14.12.57.77,,,
bam_merge_and_sort,06:09.1,06:25.1,15,COMPLETE,14.12.49.186,,,
bam_merge_and_sort,06:09.4,06:24.8,15,COMPLETE,14.12.18.99,,,
bam_merge_and_sort,06:09.3,06:24.2,14,COMPLETE,14.12.27.42,,,
bam_merge_and_sort,06:09.5,06:25.4,15,COMPLETE,14.12.16.148,,,
bam_merge_and_sort,06:09.2,06:23.9,14,COMPLETE,14.12.16.198,,,
bam_merge_and_sort,06:09.5,06:25.6,16,COMPLETE,14.12.26.147,,,
bam_merge_and_sort,06:09.1,06:24.2,15,COMPLETE,14.12.19.32,,,
bam_merge_and_sort,06:09.0,06:23.6,14,COMPLETE,14.12.21.185,,,
bam_merge_and_sort,06:09.3,06:24.0,14,COMPLETE,14.12.51.122,,,
bam_merge_and_sort,06:09.5,06:24.8,15,COMPLETE,14.12.20.125,,,
bam_merge_and_sort,06:09.4,06:24.3,14,COMPLETE,14.12.17.231,,,
bam_merge_and_sort,06:08.8,06:23.3,14,COMPLETE,14.12.58.133,,,
bam_merge_and_sort,06:09.2,06:24.9,15,COMPLETE,14.12.49.149,,,
bam_merge_and_sort,06:09.5,06:25.2,15,COMPLETE,14.12.16.148,,,
bam_merge_and_sort,06:09.2,06:25.4,16,COMPLETE,14.12.16.198,,,
bam_merge_and_sort,06:09.4,06:24.7,15,COMPLETE,14.12.31.69,,,
bam_merge_and_sort,06:09.2,06:25.2,15,COMPLETE,14.12.59.225,,,
bam_merge_and_sort,06:09.4,06:25.6,16,COMPLETE,14.12.30.159,,,
bam_merge_and_sort,06:09.4,06:24.3,14,COMPLETE,14.12.17.231,,,
bam_merge_and_sort,06:09.4,06:24.0,14,COMPLETE,14.12.30.159,,,
bam_merge_and_sort,06:09.2,06:24.0,14,COMPLETE,14.12.27.120,,,
bam_merge_and_sort,06:09.2,06:24.6,15,COMPLETE,14.12.58.45,,,
bam_merge_and_sort,06:09.0,06:24.9,15,COMPLETE,14.12.62.136,,,
bam_merge_and_sort,06:09.4,06:25.4,15,COMPLETE,14.12.28.204,,,
bam_merge_and_sort,06:09.2,06:25.4,16,COMPLETE,14.12.31.165,,,
bam_merge_and_sort,06:09.5,06:23.9,14,COMPLETE,14.12.28.82,,,
bam_merge_and_sort,06:09.5,06:26.0,16,COMPLETE,14.12.28.82,,,
bam_merge_and_sort,06:09.0,06:23.9,14,COMPLETE,14.12.21.148,,,
bam_merge_and_sort,06:09.3,06:25.4,16,COMPLETE,14.12.28.34,,,
bam_merge_and_sort,06:09.2,06:24.4,15,COMPLETE,14.12.56.196,,,
bam_merge_and_sort,06:09.2,06:25.5,16,COMPLETE,14.12.22.67,,,
bam_merge_and_sort,06:09.3,06:24.3,15,COMPLETE,14.12.50.99,,,
bam_merge_and_sort,06:09.2,06:23.6,14,COMPLETE,14.12.57.226,,,
bam_merge_and_sort,06:09.1,06:24.2,15,COMPLETE,14.12.26.11,,,
bam_merge_and_sort,06:09.2,06:25.4,16,COMPLETE,14.12.21.117,,,
bam_merge_and_sort,06:09.2,06:23.9,14,COMPLETE,14.12.23.62,,,
bam_merge_and_sort,06:09.1,06:25.5,16,COMPLETE,14.12.49.210,,,
bam_merge_and_sort,06:09.1,06:25.1,16,COMPLETE,14.12.26.28,,,
bam_merge_and_sort,06:09.3,06:24.9,15,COMPLETE,14.12.56.52,,,
bam_merge_and_sort,06:09.4,06:25.0,15,COMPLETE,14.12.21.15,,,
bam_merge_and_sort,06:09.1,06:25.2,16,COMPLETE,14.12.55.27,,,
